Year,File Name,Title,Citation Count,Single Labeled,Multi Labeled
2011,2011_2_10,A new indicator for international visibility: exploring Brazilian scientific community,76,Support  ,Support
2011,2011_2_2,Topic?based PageRank on author cocitation networks,138,Use  ,Use
2011,2011_2_3,When the wikipedians talk: Network and tree structure of wikipedia discussion pages.,113,Motivate  ,Motivate
2011,2011_2_4,Quantitative and empirical demonstration of the Matthew effect in a study of career longevity,106,Use  ,Use
2011,2011_2_5,Soft OR comes of age—but not everywhere!,122,Neutral  ,Neutral
2011,2011_2_6,Nefarious numbers,115,Use  ,Use
2011,2011_2_7,An approach for detecting quantifying and visualizing the evolution of a research field: A practical application to the fuzzy sets theory field,133,Motivate  ,Motivate
2011,2011_2_8,An analysis of scholarly productivity in United States academic anaesthesiologists by citation bibliometrics,97,Base  Motivate  Support  Compare  ,Compare
2011,2011_2_9,On the correlation between research performance and social network analysis measures applied to research collaboration networks,92,Neutral  ,Neutral
2011,2011_30_1,The Hirsch index: more than a number?,5,Motivate  ,Motivate
2011,2011_30_2,Social capital and individual performance: a study of academic collaboration,7,Base  ,Base
2011,2011_30_3,Scientometric Portrait of Dr. Atta-ur-Rahman,5,Modify  ,Modify
2011,2011_30_4,Examining scholarly influence: a study in Hirsch metrics and social network analysis,7,Base  Use  Support  ,Support
2011,2011_30_5,Bibliometrics and assessing performance and worth,5,Modify  ,Modify
2011,2011_30_6,Who are the research disciples of an author? Examining publication recitation and oeuvre citation exhaustivity,4,Modify  ,Modify
2011,2011_30_7,Real-time geo influence in social networks,6,Base  Use  Modify  Compare  ,Compare
2011,2011_30_8,Journal self-citation analysis of some Chinese sci-tech periodicals,6,Base  ,Base
2011,2011_30_9,Learning to rank academic experts,6,Support  ,Support
2011,2011_31_1,An index to evaluate fund and fund manager performance,4,Compare  ,Compare
2011,2011_32_1,ESTEEM INDICATORS: MEMBERSHIP IN EDITORIAL BOARDS OR HONORARY DOCTORATES-DISCUSSION OF"" QUANTITATIVE AND QUALITATIVE RANKINGS  …,5,Motivate  ,Motivate
2011,2011_32_2,The “masterpieces of scientific creativity”: An analysis of highly cited papers by Russian scientists,4,Use  Neutral  ,Neutral
2011,2011_32_3,Predicting the h-index with cost-sensitive naive Bayes,3,Base  Use  ,Use
2011,2011_32_4,Impact functions on the citation network of scientific articles,2,Base  ,Base
2011,2011_32_5,A Scientific Resource Space for Advanced Research Evaluation Scenarios.,3,Use  ,Use
2011,2011_32_6,Charting a Course for a Successful Research Career,4,Support  Compare  ,Compare
2011,2011_32_7,The Bt brinjal–biodiversity issue,2,Base  ,Base
2011,2011_32_8,Astronomy libraries–Your gateway to information,4,Support  ,Support
2011,2011_32_9,Citation analysis cannot legitimate the strategic selection of excellence,4,Use  ,Use
2011,2011_33_1,Mathematical derivation of the scale-dependence of the h-index and other h-type indices,3,Neutral  ,Neutral
2011,2011_33_2,Emigration of Chinese scientists and its impacts on national research performance from a sending country perspective,5,Compare  ,Compare
2011,2011_33_3,Landslides: A state-of-the art on the current position in the landslide research community,6,Modify  ,Modify
2011,2011_33_4,The h-index in Australian Astronomy,4,Modify  ,Modify
2011,2011_33_5,Productivity and Impact of the Top 100 Cited Parkinsons Disease Investigators since 1985,6,Modify  ,Modify
2011,2011_33_6,Adequate assessment of scientific output,4,Modify  ,Modify
2011,2011_36_4,Establishing a publication outlet rating for GIScience,2,Modify  ,Modify
2011,2011_36_5,An empirical relation between k-shells and the h-index in scale-free networks,2,Neutral  ,Neutral
2011,2011_36_6,Mathematical relations of the h-index with other impact measures in a Lotkaian framework,2,Support  ,Support
2011,2011_36_7,Analysing user activity in online collaboration projects,2,Use  ,Use
2011,2011_36_8,Which Questions in the Health and Retirement Study are Used by Researchers? Evidence from Academic Journals 2006–2009,2,Use  ,Use
2011,2011_37_1,Investigating the nature of scientific reputation,3,Motivate  ,Motivate
2011,2011_37_10,A Proposal to Classify Latinamerican Scientific Journals using Citation Indicators: Case Study in Colombia,2,Motivate  ,Motivate
2011,2011_37_2,Citations to highly-cited researchers by their co-authors and their self-citations: How these factors affect highly-cited researchersh-index in Scopus,4,Compare  ,Compare
2011,2011_37_3,A bibliometric analysis of digestive health research in Canada,2,Support  ,Support
2011,2011_37_4,Letter to the Editor: Comments on the paper of Franceschini and Maisano: Proposals for evaluating the regularity of a scientists research output,2,Modify  ,Modify
2011,2011_37_5,Bibliographic and citation analysis of publications from a Thai Research Institute with a defined lifespan: The Institute of Molecular Biology and Genetics 1999 to 2009,2,Base  ,Base
2011,2011_37_6,A complimentary fuzzy approach for the assessment of academic performance,2,Neutral  ,Neutral
2011,2011_37_7,how to avoid the seven deadly sins of academic writing,4,Use  ,Use
2011,2011_37_8,There goes another one: Introducing the NUCA-set of indicators,2,Motivate  ,Motivate
2011,2011_37_9,Quality?structure index: A new metric to measure scientific journal influence,6,Compare  ,Compare
2011,2011_38_1,The ten most-cited papers in Journal of Emerging Technologies in Accounting: 2009 versus 2011,4,Support  ,Support
2011,2011_38_2,Commentary: The h-index graduate student applicants and comparing rankings: A critique of Carleton et al.(2010).,2,Use  ,Use
2011,2011_3_1,Research output on primary care in Australia Canada Germany the Netherlands the United Kingdom and the United States: bibliometric analysis,89,Base  ,Base
2011,2011_3_10,How has healthcare research performance been assessed? A systematic review,65,Base  ,Base
2011,2011_3_2,Sentiment analysis of citations using sentence structure-based features,90,Motivate  ,Motivate
2011,2011_3_3,The first Italian research assessment exercise: A bibliometric perspective,79,Support  ,Support
2011,2011_3_4,How citation boosts promote scientific paradigm shifts and nobel prizes,75,Base  ,Base
2011,2011_3_5,The assessment of research quality in UK universities: Peer review or metrics?,85,Use  ,Use
2011,2011_3_6,H?index is a sensitive indicator of academic activity in highly productive anaesthesiologists: results of a bibliometric analysis,63,Motivate  ,Motivate
2011,2011_3_7,What makes a great journal great in economics? The singer not the song,58,Neutral  ,Neutral
2011,2011_3_8,Rescaling citations of publications in physics,62,Base  ,Base
2011,2011_3_9,Citation count prediction: learning to estimate future citations for literature,72,Use  Support  ,Support
2011,2011_41_9,Comparative Analysis between Impact Factor and h-Index for Psychiatry Journals/Analyse comparative du facteur dimpact et de lindice h dans les revues de  …,160,Base  ,Base
2011,2011_42_1,Revista gaúcha de enfermagem: a path for the qualis,2,Motivate  ,Motivate
2011,2011_42_2,Evaluating research activity: impact factor vs. research factor,2,Base  Use  ,Use
2011,2011_42_3,Scientific productivity research funding race and ethnicity,1,Base  ,Base
2011,2011_42_4,A Remarkable Journal Impact Factor for Simulation in Healthcare,2,Neutral  ,Neutral
2011,2011_42_5,Assessing the relative impacts of economic education scholarship: An application of the Harzing database,2,Base  ,Base
2011,2011_42_7,My half?century long relations with physica status solidi,1,Use  ,Use
2011,2011_42_8,The rules of the game are changing: Scientific impact factors and publication strategies among logicians.,1,Modify  ,Modify
2011,2011_43_1,Using the H-Index to Estimate Blog Authority.,1,Use  ,Use
2011,2011_43_10,One more time: bibliometric analysis of scientific output remains complicated,2,Base  ,Base
2011,2011_43_2,The scientific road of Manuel Cardona: a bibliometric analysis,2,Use  Motivate  ,Motivate
2011,2011_43_3,Networks of innovation in IS research: an exploration of the relationship between co-authorship networks and H-family indices,2,Base  ,Base
2011,2011_43_4,A disadvantage of h-type indices for comparing the citation impact of two researchers,1,Motivate  ,Motivate
2011,2011_43_5,Using papers citations for selecting the best genomic databases,1,Base  Use  Neutral  Compare  ,Compare
2011,2011_43_6,Regularity in the research output of individual scientists: An empirical analysis by recent bibliometric tools,1,Use  ,Use
2011,2011_43_7,How Should Journal Quality be Ranked? An Application to Agricultural Energy Environmental and Resource Economics,1,Compare  ,Compare
2011,2011_43_8,On Using Social Context to Model Information Retrieval and Collaboration in Scientific Research Community,1,Base  Use  Support  Modify  ,Modify
2011,2011_43_9,Does the academic performance of psychiatrists influence success in the NHS Clinical Excellence Award Scheme?,1,Support  ,Support
2011,2011_44_1,Analyzing academic communities collaboration and performance,1,Base  Motivate  ,Motivate
2011,2011_44_2,A bibliometric index for selection processes,1,Motivate  ,Motivate
2011,2011_44_3,Quality assurance and management systems in nuclear chemistry and radiopharmacy,1,Use  Motivate  ,Motivate
2011,2011_44_4,Managing the health of early-stage discovery,1,Neutral  ,Neutral
2011,2011_44_5,Is the personal-member institution of the Ukrainian National Academy of Sciences justified in the light of scientometric indicators?,2,Use  ,Use
2011,2011_44_6,Unsupervised graph-based similarity learning using heterogeneous features,1,Support  ,Support
2011,2011_44_7,Prioritising Genes with an Artificial Neural Network Comprising Medical Documents to Accelerate Positional Cloning in Biological Research,1,Modify  ,Modify
2011,2011_44_8,Growth and Dissemination of Endodontic Knowledge,1,Use  ,Use
2011,2011_44_9,Evaluation of Indian Research Performance in the Emerging Fields of Environmental Sciences,1,Base  Use  ,Use
2011,2011_45_1,An Overview of the Journal Impact Indicators.,1,Support  ,Support
2011,2011_45_2,Fractionalized exergy for evaluating research performance,1,Support  ,Support
2011,2011_45_4,Multi-faceted citation analysis for quality assessment of scholarly publications,1,Motivate  ,Motivate
2011,2011_46_9,Beyond Keyword Search: Discovering Relevant Scientific Literature,59,Use  Neutral  Compare  ,Compare
2011,2011_48_4,Scientific writing and the quality of papers: towards a higher impact,2,Base  ,Base
2011,2011_49_4,A fuzzy-based scoring rule for author ranking,4,Compare  ,Compare
2011,2011_49_5,Writing a Scientific Paper III. Ethical Aspects,0,Use  ,Use
2011,2011_49_6,Impact of Dentist Anesthesiologists on the Advancement of Anesthesia in Dentistry,0,Modify  ,Modify
2011,2011_49_7,Relevance index (RI): proposal of a novel parameter to evaluate the impact of scholar articles and scientists for specific areas of science,0,Base  ,Base
2011,2011_49_8,Exploiting and improving institutional repositories for bibliometrics,0,Support  ,Support
2011,2011_4_1,Popular and/or prestigious? Measures of scholarly esteem,76,Use  ,Use
2011,2011_4_10,The Energy–Exergy–Entropy (or EEE) sequences in bibliometric assessment,73,Base  ,Base
2011,2011_4_2,Is the h-index predictive of greater NIH funding success among academic radiologists?,61,Compare  ,Compare
2011,2011_4_3,High-impact papers presented in the subject category of water resources in the essential science indicators database of the institute for scientific information,67,Motivate  ,Motivate
2011,2011_4_4,Research articles published in water resources journals: A bibliometric analysis,63,Neutral  ,Neutral
2011,2011_4_5,Beyond keyword search: discovering relevant scientific literature,59,Use  Compare  ,Compare
